type,amount,oldbalanceOrg,newbalanceOrig,isFraud
1,1076739.91,1076739.91,0.0,1
0,19366.3,0.0,0.0,0
2,31675.99,202863.09,171187.1,0
2,381977.83,381977.83,0.0,1
2,558136.45,558136.45,0.0,1
1,285294.11,285294.11,0.0,1
1,10000000.0,14953893.08,4953893.08,1
4,149568.79,276.0,149844.79,0
1,411715.23,28773.1,0.0,0
1,81867.07,81867.07,0.0,1
1,1303543.6,1303543.6,0.0,1
2,75566.8,0.0,0.0,0
2,781.93,781.93,0.0,1
0,27666.99,216680.25,189013.26,0
0,7152.0,100176.0,93024.0,0
2,7335355.57,7335355.57,0.0,1
1,3582885.46,3582885.46,0.0,1
1,31315.51,31315.51,0.0,1
1,503405.88,503405.88,0.0,1
2,223990.6,172.0,0.0,0
0,16619.16,0.0,0.0,0
2,176700.12,176700.12,0.0,1
1,79031.41,79031.41,0.0,1
3,1659.9,91324.0,89664.1,0
2,1764389.11,1764389.11,0.0,1
0,18458.58,642.0,0.0,0
4,236812.12,69969.0,306781.12,0
2,20278.62,20278.62,0.0,1
1,103056.0,103056.0,0.0,1
2,22901.94,190514.0,167612.06,0
0,18860.94,385602.59,366741.65,0
2,2374412.42,2374412.42,0.0,1
1,124311.57,124311.57,0.0,1
2,105859.41,105859.41,0.0,1
0,13979.64,0.0,0.0,0
1,255713.51,0.0,0.0,0
2,249365.63,249365.63,0.0,1
2,2177218.43,2177218.43,0.0,1
0,865.09,0.0,0.0,0
1,199878.85,199878.85,0.0,1
2,7677120.59,7677120.59,0.0,1
2,253419.91,12613.0,0.0,0
1,2542664.27,2542664.27,2542664.27,1
1,21580.37,21580.37,0.0,1
2,1761021.33,1761021.33,0.0,1
0,378.02,5202.0,4823.98,0
2,175493.71,0.0,0.0,0
2,1290193.08,1290193.08,0.0,1
2,187474.02,2303.0,0.0,0
1,534470.98,534470.98,0.0,1
2,130479.52,130479.52,0.0,1
2,10844.15,0.0,0.0,0
2,343429.34,343429.34,0.0,1
1,53338.82,53338.82,0.0,1
2,233459.42,0.0,0.0,0
0,4114.34,11424.0,7309.66,0
1,396486.21,0.0,0.0,0
0,7603.81,100334.0,92730.19,0
4,7133.91,14335377.22,14342511.13,0
1,35063.63,35063.63,0.0,1
2,46673.64,50200.0,3526.36,0
0,21684.93,836367.59,814682.66,0
2,6972164.97,6972164.97,0.0,1
1,218074.57,218074.57,0.0,1
2,178569.48,178569.48,0.0,1
2,1350574.58,1350574.58,0.0,1
2,9228514.1,9228514.1,0.0,1
2,74764.04,0.0,0.0,0
0,4663.66,0.0,0.0,0
2,257476.49,0.0,0.0,0
2,27483.79,27483.79,0.0,1
1,292815.44,292815.44,0.0,1
1,355832.18,355832.18,0.0,1
1,350789.59,350789.59,0.0,1
1,225999.61,0.0,0.0,0
1,554099.81,0.0,0.0,0
2,620791.47,620791.47,0.0,1
4,15586.2,7226930.59,7242516.79,0
2,5429153.98,5429153.98,0.0,1
2,136080.14,0.0,0.0,0
1,411566.7,411566.7,0.0,1
4,178096.31,3040180.65,3218276.97,0
1,179648.89,179648.89,0.0,1
0,4768.43,5634.0,865.57,0
2,85408.24,85408.24,0.0,1
2,159215.97,303514.0,144298.03,0
2,541486.74,541486.74,0.0,1
1,55740.39,55740.39,0.0,1
1,230806.85,230806.85,0.0,1
2,58050.78,58050.78,0.0,1
1,1011606.26,1011606.26,0.0,1
2,321192.98,6449.97,0.0,0
2,1051018.15,1051018.15,0.0,1
1,112656.24,112656.24,0.0,1
2,316851.51,0.0,0.0,0
4,181893.15,24745.0,206638.15,0
1,364577.97,0.0,0.0,0
1,5772.0,5772.0,0.0,1
1,3642569.29,3642569.29,0.0,1
0,21623.92,43457.0,21833.08,0
4,220332.38,121.0,220453.38,0
1,30674.98,30674.98,0.0,1
1,4809494.55,0.0,0.0,0
1,2708906.59,2708906.59,0.0,1
1,374178.28,374178.28,0.0,1
0,18625.19,0.0,0.0,0
1,346374.54,346374.54,0.0,1
1,607684.02,607684.02,0.0,1
0,14313.57,27260.0,12946.43,0
1,125968.11,308459.0,182490.89,0
0,145.59,992.0,846.41,0
1,116977.16,116977.16,0.0,1
2,236813.18,9065.59,0.0,0
4,17743.56,20900.0,38643.56,0
1,2693520.61,2693520.61,0.0,1
2,1494146.93,1494146.93,0.0,1
1,2876010.51,2876010.51,0.0,1
4,169274.22,686092.39,855366.61,0
2,234673.76,234673.76,0.0,1
1,1027963.96,1027963.96,0.0,1
2,797235.09,797235.09,0.0,1
2,172179.86,102.0,0.0,0
2,183478.06,28402.0,0.0,0
1,4032691.34,4032691.34,0.0,1
1,32733.43,32733.43,0.0,1
0,19798.38,0.0,0.0,0
1,448004.86,448004.86,0.0,1
2,1891921.94,1891921.94,0.0,1
0,1437.88,12598.0,11160.12,0
2,968651.23,968651.23,0.0,1
0,15403.3,717248.16,701844.86,0
2,190036.77,260959.0,70922.23,0
1,151715.39,151715.39,0.0,1
1,432958.83,432958.83,0.0,1
1,4640633.37,4640633.37,0.0,1
1,454448.3,0.0,0.0,0
2,7696836.35,7696836.35,0.0,1
2,8276235.5,8276235.5,0.0,1
3,3547.03,106396.0,102848.97,0
2,7983958.34,7983958.34,0.0,1
2,35832.15,23330.0,0.0,0
2,473086.28,473086.28,0.0,1
1,4130371.73,4130371.73,0.0,1
2,166891.51,166891.51,0.0,1
2,31734.11,73907.0,42172.89,0
1,20920.39,20920.39,0.0,1
0,380.83,0.0,0.0,0
2,427377.39,82581.74,0.0,0
2,1388774.78,1388774.78,0.0,1
2,237567.35,237567.35,0.0,1
1,2254934.36,2254934.36,0.0,1
1,1660119.31,0.0,0.0,0
4,104024.21,3982859.96,4086884.16,0
2,4919642.57,4919642.57,0.0,1
0,72.77,16271.07,16198.31,0
1,2231.46,2231.46,0.0,1
0,5097.73,1337.0,0.0,0
2,120411.9,120411.9,0.0,1
1,3924102.18,3924102.18,0.0,1
1,1061353.33,1061353.33,0.0,1
2,158879.1,158879.1,0.0,1
0,2799.87,0.0,0.0,0
1,258570.41,258570.41,0.0,1
0,503.55,122682.0,122178.45,0
4,121924.83,19987.0,141911.83,0
2,366896.03,366896.03,0.0,1
4,362206.82,540750.83,902957.65,0
1,653911.94,19854.0,0.0,0
2,134187.03,0.0,0.0,0
0,6373.11,0.0,0.0,0
2,9811104.49,9811104.49,0.0,1
0,13483.79,0.0,0.0,0
2,1636403.22,1636403.22,0.0,1
1,1275236.3,1275236.3,0.0,1
0,5585.51,0.0,0.0,0
2,57658.26,57658.26,0.0,1
2,10000000.0,10000000.0,0.0,1
2,323815.79,0.0,0.0,0
1,322991.82,322991.82,0.0,1
2,19952.89,19952.89,0.0,1
2,168338.12,34784.0,0.0,0
4,100777.41,807643.91,908421.32,0
2,566156.42,566156.42,0.0,1
1,1221900.21,1221900.21,0.0,1
2,2216437.25,2216437.25,0.0,1
2,4892226.25,4892226.25,0.0,1
2,51000.87,0.0,0.0,0
2,3551771.18,3551771.18,0.0,1
2,157329.76,201665.0,44335.24,0
0,6538.85,15731.0,9192.15,0
1,375141.86,375141.86,0.0,1
2,1102133.9,1102133.9,0.0,1
1,86111.65,86111.65,0.0,1
1,314940.42,0.0,0.0,0
2,65332.34,31293.0,0.0,0
2,760984.58,760984.58,0.0,1
2,167060.63,167060.63,0.0,1
2,1059347.56,1059347.56,0.0,1
1,253261.36,253261.36,0.0,1
1,69878.14,69878.14,0.0,1
1,4644693.12,4644693.12,0.0,1
1,1515291.19,1515291.19,0.0,1
1,801763.51,801763.51,0.0,1
1,156220.74,156220.74,0.0,1
1,10000000.0,21975271.77,11975271.77,1
0,4322.44,3740.69,0.0,0
2,77259.23,58017.0,0.0,0
2,60254.05,33680.0,0.0,0
1,553399.25,553399.25,0.0,1
2,209340.53,209340.53,0.0,1
4,305194.28,5187190.87,5492385.15,0
2,1086227.44,1086227.44,0.0,1
4,189406.87,117919.0,307325.87,0
2,261348.61,0.0,0.0,0
4,193184.79,14893186.15,15086370.94,0
2,112912.76,0.0,0.0,0
4,206896.22,5404.0,212300.22,0
2,171467.8,5250.0,0.0,0
2,283371.34,0.0,0.0,0
0,3196.07,0.0,0.0,0
2,743311.65,743311.65,0.0,1
1,340198.41,340198.41,0.0,1
1,311487.14,311487.14,0.0,1
1,291527.75,291527.75,0.0,1
2,1155819.58,1155819.58,0.0,1
1,2232257.71,2232257.71,0.0,1
4,264549.92,1147895.94,1412445.85,0
0,43984.58,20379.0,0.0,0
1,728256.03,728256.03,0.0,1
1,14949.84,14949.84,0.0,1
2,1632500.22,1632500.22,0.0,1
1,346183.99,346183.99,0.0,1
0,8424.18,29869.0,21444.82,0
1,690510.31,690510.31,0.0,1
4,11740.97,17.0,11757.97,0
2,312847.04,0.0,0.0,0
2,668595.91,668595.91,0.0,1
1,2828068.73,2828068.73,0.0,1
2,10000000.0,10000000.0,0.0,1
2,216351.05,216351.05,0.0,1
1,1994285.14,1994285.14,0.0,1
0,15939.29,50291.0,34351.71,0
4,130447.31,20194.0,150641.31,0
1,210328.67,0.0,0.0,0
0,6167.7,17992.0,11824.3,0
4,158482.52,23531888.72,23690371.24,0
1,1369544.19,1369544.19,0.0,1
1,64181.21,64181.21,0.0,1
1,278577.6,278577.6,0.0,1
1,194180.11,194180.11,0.0,1
1,8383.17,8383.17,0.0,1
1,1017020.04,6036.0,0.0,0
4,63633.75,18429.0,82062.75,0
1,2120266.89,2120266.89,0.0,1
2,50820.71,50820.71,0.0,1
2,362366.6,0.0,0.0,0
4,8447.08,6214806.38,6223253.46,0
4,351731.18,716.0,352447.18,0
2,78734.19,17707.0,0.0,0
1,664992.86,664992.86,0.0,1
2,86258.11,86258.11,0.0,1
2,897875.35,897875.35,0.0,1
1,1286419.32,0.0,0.0,0
1,424962.9,424962.9,0.0,1
1,95267.81,95267.81,0.0,1
1,1736804.93,1736804.93,0.0,1
1,10000000.0,24953893.08,14953893.08,1
4,492660.26,6524762.58,7017422.85,0
2,312985.67,20717.0,0.0,0
0,18011.63,31803.0,13791.37,0
1,106681.18,106681.18,0.0,1
2,33749.86,0.0,0.0,0
2,2876010.51,2876010.51,0.0,1
2,673722.73,673722.73,0.0,1
0,14143.55,0.0,0.0,0
2,6513531.58,6513531.58,0.0,1
2,27605.48,249468.0,221862.52,0
4,238912.6,366714.0,605626.6,0
4,323144.92,16767716.51,17090861.43,0
0,5936.04,16376.4,10440.36,0
2,982414.06,982414.06,0.0,1
4,305519.38,6578356.85,6883876.23,0
2,449032.97,449032.97,0.0,1
2,244519.75,244519.75,0.0,1
1,188441.76,188441.76,0.0,1
0,6505.83,0.0,0.0,0
2,172155.64,104.0,0.0,0
0,6799.54,19927.0,13127.46,0
2,2394623.8,2394623.8,0.0,1
2,1371322.0,1371322.0,0.0,1
1,709902.53,0.0,0.0,0
1,687762.13,191873.0,0.0,0
2,591032.52,591032.52,0.0,1
2,306419.73,306419.73,0.0,1
0,10855.96,56.0,0.0,0
2,373322.87,373322.87,0.0,1
0,14927.42,8030.44,0.0,0
2,415785.89,415785.89,0.0,1
4,25875.19,10060783.82,10086659.0,0
0,23425.07,179029.19,155604.12,0
1,367631.15,367631.15,0.0,1
2,254947.37,254947.37,0.0,1
1,381247.3,381247.3,0.0,1
2,194832.98,13168.0,0.0,0
4,107790.39,32100.0,139890.39,0
2,1122508.34,1122508.34,0.0,1
0,4338.29,550.0,0.0,0
2,260857.92,0.0,0.0,0
2,1820864.64,1820864.64,0.0,1
2,296349.8,296349.8,0.0,1
1,61756.82,61756.82,0.0,1
1,8116.53,8116.53,0.0,1
0,2486.37,22398.0,19911.63,0
2,205730.75,104720.0,0.0,0
1,6392.08,6392.08,0.0,1
2,125941.34,97529.0,0.0,0
2,573266.42,573266.42,0.0,1
0,4490.58,130.0,0.0,0
2,401575.19,401575.19,0.0,1
4,155480.04,11057.0,166537.04,0
0,3884.95,515180.54,511295.59,0
1,7188425.25,7188425.25,0.0,1
2,23358.54,0.0,0.0,0
1,530354.58,530354.58,0.0,1
2,3567795.25,3567795.25,0.0,1
2,987470.17,987470.17,0.0,1
2,2142164.0,2142164.0,0.0,1
4,410622.28,0.0,410622.28,0
2,105733.45,105733.45,0.0,1
1,558287.15,625773.3,67486.15,0
1,764646.4,764646.4,0.0,1
4,463111.7,111730.0,574841.7,0
2,31358.72,31358.72,0.0,1
2,10000000.0,10000000.0,0.0,1
2,1589763.63,1589763.63,0.0,1
1,305817.12,305817.12,0.0,1
4,192991.81,4609541.82,4802533.63,0
2,75659.33,75659.33,0.0,1
0,27923.02,315962.09,288039.08,0
2,15180.09,0.0,0.0,0
2,394069.32,23822.0,0.0,0
1,990630.25,990630.25,0.0,1
2,341.3,341.3,0.0,1
1,256556.98,256556.98,0.0,1
1,1027260.28,1027260.28,0.0,1
0,6954.32,0.0,0.0,0
2,29912.74,2889.0,0.0,0
2,55567.5,0.0,0.0,0
2,158279.4,158279.4,0.0,1
1,65488.05,65488.05,0.0,1
2,1011249.64,1011249.64,0.0,1
2,178226.51,16543.0,0.0,0
0,4836.43,0.0,0.0,0
2,12506.31,450467.0,437960.69,0
0,1060.08,288612.9,287552.83,0
2,216416.44,31588.11,0.0,0
1,873356.47,873356.47,0.0,1
0,1255.74,336107.0,334851.26,0
2,451672.58,1047.0,0.0,0
0,1734.97,15094.44,13359.46,0
1,110528.53,110528.53,0.0,1
4,332681.79,1066.0,333747.79,0
1,8838.19,8838.19,0.0,1
2,880975.83,880975.83,0.0,1
1,3455440.17,3455440.17,0.0,1
1,736677.36,736677.36,0.0,1
4,121078.98,14425.0,135503.98,0
1,498747.55,498747.55,0.0,1
2,639468.22,639468.22,0.0,1
2,236947.25,236947.25,0.0,1
0,6149.91,11646.0,5496.09,0
1,1314897.11,1314897.11,0.0,1
4,44883.55,4630535.55,4675419.11,0
1,2321633.57,2321633.57,0.0,1
2,53569.21,0.0,0.0,0
4,149069.95,3516339.86,3665409.81,0
0,16814.08,15970.0,0.0,0
2,228758.51,0.0,0.0,0
2,148600.4,0.0,0.0,0
1,1567847.62,719.0,0.0,0
2,911895.71,911895.71,0.0,1
2,296132.07,0.0,0.0,0
1,1932200.59,1932200.59,0.0,1
1,2497737.63,778.0,0.0,0
1,153509.8,62946.0,0.0,0
2,23639.56,23639.56,0.0,1
2,7442005.19,7442005.19,0.0,1
2,182130.41,0.0,0.0,0
2,289031.84,0.0,0.0,0
2,235249.33,318.0,0.0,0
2,2988103.3,2988103.3,0.0,1
2,413562.48,5153.0,0.0,0
1,342310.01,0.0,0.0,0
1,902483.91,902483.91,0.0,1
2,7169129.94,7169129.94,0.0,1
2,723782.37,723782.37,0.0,1
1,4135944.29,4135944.29,0.0,1
2,36126.96,0.0,0.0,0
2,72008.07,0.0,0.0,0
0,982.51,74004.69,73022.18,0
1,4094.07,4094.07,0.0,1
2,5903046.38,5903046.38,0.0,1
0,5962.9,16585.7,10622.8,0
2,581421.85,581421.85,0.0,1
1,542393.87,542393.87,0.0,1
1,10000000.0,19887819.06,9887819.06,1
2,387408.11,387408.11,0.0,1
1,2885466.96,2885466.96,0.0,1
2,1131750.38,1131750.38,0.0,1
1,3242183.64,3242183.64,0.0,1
1,120491.56,120491.56,0.0,1
1,130653.37,130653.37,0.0,1
1,2339743.18,2339743.18,0.0,1
4,250714.57,2523554.19,2774268.76,0
2,5652739.69,5652739.69,0.0,1
2,10000000.0,10000000.0,0.0,1
0,8556.77,174600.43,166043.66,0
2,335859.86,335859.86,0.0,1
2,112957.34,5555.0,0.0,0
2,98085.47,438389.0,340303.53,0
2,44785.7,0.0,0.0,0
2,330369.85,0.0,0.0,0
0,2385.2,11105.0,8719.8,0
1,337994.64,337994.64,0.0,1
0,2083.51,0.0,0.0,0
1,3283695.97,3283695.97,0.0,1
1,39379.45,39379.45,0.0,1
1,89721.38,167145.29,77423.92,0
1,6029387.26,6029387.26,0.0,1
1,1707.4,1707.4,0.0,1
2,185098.38,0.0,0.0,0
2,96212.5,0.0,0.0,0
2,306287.24,11564.0,0.0,0
2,263437.2,0.0,0.0,0
1,160088.68,160088.68,0.0,1
1,7445820.78,7445820.78,0.0,1
0,23992.83,101980.0,77987.17,0
2,1610110.66,1610110.66,0.0,1
1,23134.17,23134.17,0.0,1
0,1541.91,0.0,0.0,0
4,60014.77,240128.0,300142.77,0
2,3904257.51,3904257.51,0.0,1
2,25529.76,25529.76,0.0,1
1,3551771.18,3551771.18,0.0,1
2,202804.96,284.0,0.0,0
2,171965.96,0.0,0.0,0
2,306833.41,306833.41,0.0,1
1,1858515.57,1858515.57,0.0,1
2,33804.49,158517.0,124712.51,0
4,347051.75,26673014.17,27020065.92,0
1,447589.21,447589.21,0.0,1
1,1246169.57,1246169.57,0.0,1
0,23418.54,29.0,0.0,0
1,171878.27,171878.27,0.0,1
1,265680.73,265680.73,0.0,1
1,10000000.0,18931607.89,8931607.89,1
2,72646.35,1060.0,0.0,0
0,3065.96,20469.0,17403.04,0
0,10111.96,228395.34,218283.38,0
2,163610.33,9921.0,0.0,0
2,75480.15,75480.15,0.0,1
1,74436.56,74436.56,0.0,1
4,68912.37,21090.0,90002.37,0
0,713.58,143409.18,142695.6,0
2,6174385.48,6174385.48,0.0,1
2,121658.93,0.0,0.0,0
1,674673.28,16100.73,0.0,0
2,70756.72,70756.72,0.0,1
2,506923.53,506923.53,0.0,1
2,474467.2,474467.2,0.0,1
1,59749.28,59749.28,0.0,1
2,819503.92,819503.92,0.0,1
1,2175288.9,2175288.9,0.0,1
4,54018.83,271028.66,325047.49,0
4,25155.55,7424499.48,7449655.03,0
2,757422.83,757422.83,0.0,1
0,715.17,0.0,0.0,0
4,224012.39,6091890.58,6315902.96,0
1,57734.59,57734.59,0.0,1
2,129490.52,0.0,0.0,0
2,1552664.33,1552664.33,0.0,1
1,701697.49,701697.49,0.0,1
0,15228.06,106150.0,90921.94,0
0,9681.43,64891.0,55209.57,0
1,491847.47,491847.47,0.0,1
2,3092085.39,3092085.39,0.0,1
0,9776.96,22251.0,12474.04,0
0,42321.49,527838.0,485516.51,0
2,79594.91,79594.91,0.0,1
1,1864022.05,1864022.05,0.0,1
4,480253.04,25270.0,505523.04,0
2,92421.31,5057.0,0.0,0
2,367263.47,367263.47,0.0,1
2,229832.84,0.0,0.0,0
2,403717.61,41780.0,0.0,0
1,215.83,215.83,0.0,1
2,975389.94,975389.94,0.0,1
0,5005.13,288721.0,283715.87,0
2,4598089.88,4598089.88,0.0,1
1,362837.15,362837.15,0.0,1
1,5820137.62,5820137.62,0.0,1
4,546791.03,11383.0,558174.03,0
0,14637.02,0.0,0.0,0
0,3455.59,0.0,0.0,0
1,9453680.72,9453680.72,0.0,1
2,341956.42,341956.42,0.0,1
0,38714.09,0.0,0.0,0
0,3965.51,0.0,0.0,0
2,37436.67,13180.0,0.0,0
1,216534.86,216534.86,0.0,1
4,146205.09,2117789.83,2263994.92,0
2,42976.11,995.0,0.0,0
2,2755588.11,2755588.11,0.0,1
2,11653.98,11653.98,0.0,1
1,617668.37,617668.37,0.0,1
4,296901.94,1461.0,298362.94,0
1,10000000.0,16468916.64,6468916.64,1
2,3243092.91,3243092.91,0.0,1
2,74493.57,0.0,0.0,0
0,27114.46,41013.0,13898.54,0
2,701168.78,701168.78,0.0,1
1,574588.22,574588.22,0.0,1
1,2011285.35,2011285.35,0.0,1
0,4559.44,5011.17,451.72,0
0,3132.15,0.0,0.0,0
2,256990.27,31744.0,0.0,0
2,139326.77,65190.62,0.0,0
4,112929.3,0.0,112929.3,0
2,294174.82,0.0,0.0,0
0,8902.62,120421.37,111518.75,0
0,4754.23,7771.48,3017.25,0
0,12595.86,0.0,0.0,0
2,296156.97,296156.97,0.0,1
1,226941.71,0.0,0.0,0
2,399753.22,0.0,0.0,0
1,1209704.89,0.0,0.0,0
2,115461.47,0.0,0.0,0
1,214793.32,214793.32,0.0,1
2,1593189.25,1593189.25,0.0,1
1,1541436.81,16673.55,0.0,0
2,3370781.65,3370781.65,0.0,1
4,7838.8,16420.0,24258.8,0
2,108213.6,108213.6,0.0,1
2,121003.1,20400.0,0.0,0
0,40353.51,51779.0,11425.49,0
2,207059.63,11156.0,0.0,0
1,1140004.49,0.0,0.0,0
4,265928.18,20634.0,286562.18,0
1,1361131.59,0.0,0.0,0
2,1314660.84,1314660.84,0.0,1
2,9467.62,9467.62,0.0,1
1,44116.87,44116.87,0.0,1
2,0.0,0.0,0.0,1
1,57543.34,57543.34,0.0,1
1,283415.1,283415.1,0.0,1
1,56745.14,56745.14,0.0,1
2,537797.5,51239.0,0.0,0
0,2449.82,8152.78,5702.95,0
2,489767.32,489767.32,0.0,1
3,2206.38,50196.0,47989.62,0
4,158260.89,9357003.63,9515264.52,0
1,30326.16,0.0,0.0,0
1,596127.11,596127.11,0.0,1
0,9615.39,0.0,0.0,0
1,521692.18,0.0,0.0,0
1,803441.31,803441.31,0.0,1
2,1083860.21,1083860.21,0.0,1
1,6972164.97,6972164.97,0.0,1
0,6175.81,10486.0,4310.19,0
1,269476.09,269476.09,0.0,1
1,2219475.13,2219475.13,0.0,1
1,757586.68,40322.0,0.0,0
4,393464.69,709612.91,1103077.6,0
2,3731378.32,3731378.32,0.0,1
1,1201681.76,1201681.76,0.0,1
4,128496.12,13197180.55,13325676.67,0
4,142997.05,9905.0,152902.05,0
1,2947783.87,2947783.87,0.0,1
1,339152.24,339152.24,0.0,1
2,262434.54,262434.54,0.0,1
2,350636.9,65002.0,0.0,0
4,202196.52,6898498.95,7100695.47,0
2,4339822.23,4339822.23,0.0,1
2,800024.12,800024.12,0.0,1
2,17497.18,0.0,0.0,0
1,1158070.88,1158070.88,0.0,1
1,208630.6,208630.6,0.0,1
4,99573.19,294.0,99867.19,0
4,14495.83,27918323.77,27932819.6,0
0,6282.83,0.0,0.0,0
2,705647.68,705647.68,0.0,1
2,218423.94,0.0,0.0,0
2,84713.54,0.0,0.0,0
2,26481.25,26481.25,0.0,1
2,634911.47,634911.47,0.0,1
2,547672.2,547672.2,0.0,1
0,16606.71,0.0,0.0,0
2,447474.67,447474.67,0.0,1
2,241337.83,241337.83,0.0,1
4,59533.37,101906.0,161439.37,0
0,1122.36,72054.0,70931.64,0
0,255.12,26384.0,26128.88,0
2,4120.14,4120.14,0.0,1
1,704328.29,704328.29,0.0,1
2,115012.98,20667.0,0.0,0
0,10166.21,0.0,0.0,0
1,1150717.15,1150717.15,0.0,1
0,32886.18,11741.18,0.0,0
2,67653.75,67653.75,0.0,1
4,68303.45,7808422.65,7876726.1,0
2,109038.5,61392.0,0.0,0
0,36399.43,0.0,0.0,0
2,438859.1,438859.1,0.0,1
1,1822772.73,1822772.73,0.0,1
2,1263340.66,1263340.66,0.0,1
2,451399.66,451399.66,0.0,1
2,225486.27,0.0,0.0,0
2,40043.74,40043.74,0.0,1
0,5902.07,41270.0,35367.93,0
2,262994.64,59092.68,0.0,0
1,10000000.0,19033760.73,9033760.73,1
2,178295.88,27339.0,0.0,0
1,2066446.27,2066446.27,0.0,1
4,374393.21,15669.0,390062.21,0
2,450458.78,450458.78,0.0,1
1,225324.05,225324.05,0.0,1
2,1266752.6,1266752.6,0.0,1
2,246280.14,246280.14,0.0,1
2,2772043.9,2772043.9,0.0,1
0,2250.66,0.0,0.0,0
0,13130.32,0.0,0.0,0
2,157628.35,157628.35,0.0,1
2,55316.32,23207.0,0.0,0
0,7787.18,0.0,0.0,0
2,194390.98,0.0,0.0,0
1,850002.52,850002.52,0.0,1
0,2686.34,0.0,0.0,0
0,7790.95,0.0,0.0,0
2,95236.01,0.0,0.0,0
1,1021129.67,1021129.67,0.0,1
0,16374.21,0.0,0.0,0
2,47373.27,0.0,0.0,0
1,207241.52,207241.52,0.0,1
0,3800.32,403007.41,399207.09,0
1,119454.86,119454.86,0.0,1
2,24670.09,19878.0,0.0,0
2,4130371.73,4130371.73,0.0,1
1,11424.36,11424.36,0.0,1
4,134123.73,4333725.83,4467849.56,0
1,489767.32,489767.32,0.0,1
1,10000000.0,25674547.89,15674547.89,1
2,764646.4,764646.4,0.0,1
2,5494862.93,5494862.93,0.0,1
2,443682.96,443682.96,0.0,1
0,3870.93,10172.0,6301.07,0
2,33302.96,33302.96,0.0,1
0,2697.74,0.0,0.0,0
0,24573.66,17062.0,0.0,0
2,23762.77,101152.0,77389.23,0
1,82209.71,82209.71,0.0,1
0,54476.32,21752.0,0.0,0
1,8607089.62,8607089.62,0.0,1
2,9639524.7,9639524.7,0.0,1
0,9326.55,0.0,0.0,0
2,161807.39,24850.0,0.0,0
4,320144.96,6701896.71,7022041.66,0
2,17569.42,17569.42,0.0,1
4,50520.83,516687.0,567207.83,0
4,183289.54,50816.0,234105.54,0
2,3263443.15,3263443.15,0.0,1
0,2283.16,1092.0,0.0,0
2,10000000.0,10000000.0,0.0,1
1,171880.67,171880.67,0.0,1
0,58130.22,41133.0,0.0,0
1,306675.37,306675.37,0.0,1
4,109041.14,1864171.38,1973212.52,0
2,389658.61,0.0,0.0,0
2,897131.97,897131.97,0.0,1
1,557950.06,557950.06,0.0,1
2,2378.44,215639.0,213260.56,0
2,109451.92,0.0,0.0,0
0,1441.92,0.0,0.0,0
1,1566057.28,1566057.28,0.0,1
0,7259.23,179026.0,171766.77,0
2,59490.2,0.0,0.0,0
2,6177.75,0.0,0.0,0
2,5715004.3,5715004.3,0.0,1
2,714218.48,714218.48,0.0,1
4,56539.4,4661829.35,4718368.76,0
2,303846.74,303846.74,0.0,1
1,62372.43,62372.43,0.0,1
4,103449.51,920134.45,1023583.96,0
1,3339489.46,3339489.46,0.0,1
2,848134.57,848134.57,0.0,1
2,1397689.48,1397689.48,0.0,1
4,51549.99,472660.0,524209.99,0
1,156628.0,0.0,0.0,0
4,195154.45,2869446.51,3064600.96,0
1,82869.09,82869.09,0.0,1
2,240788.16,510.0,0.0,0
1,100433.21,100433.21,0.0,1
2,2068313.94,2068313.94,0.0,1
2,67440.18,0.0,0.0,0
2,62124.83,0.0,0.0,0
0,4325.37,1419.0,0.0,0
4,30535.69,59670.0,90205.69,0
1,1108753.98,852.0,0.0,0
1,5912204.0,5912204.0,0.0,1
2,1709224.02,1709224.02,0.0,1
2,153508.0,24450.0,0.0,0
4,105232.28,3696741.66,3801973.94,0
1,3171085.59,3171085.59,3171085.59,1
4,148009.28,15883576.36,16031585.63,0
2,311302.83,0.0,0.0,0
2,44577.32,44577.32,0.0,1
1,54380.21,54380.21,0.0,1
0,4191.16,91859.39,87668.23,0
2,125509.25,0.0,0.0,0
1,6174385.48,6174385.48,0.0,1
4,88423.01,4188441.44,4276864.45,0
0,4675.7,30583.0,25907.3,0
1,44571.94,44571.94,0.0,1
1,2859010.61,2859010.61,0.0,1
0,16443.52,0.0,0.0,0
2,115026.17,124877.2,9851.04,0
2,517183.38,517183.38,0.0,1
4,346004.53,1197357.13,1543361.66,0
0,1810.21,0.0,0.0,0
0,255.58,26995.8,26740.22,0
1,835770.84,835770.84,0.0,1
0,33275.52,96056.0,62780.48,0
2,4009058.39,4009058.39,0.0,1
2,882011.04,882011.04,0.0,1
2,163663.48,0.0,0.0,0
1,219489.62,219489.62,0.0,1
1,64083.54,64083.54,0.0,1
0,15043.95,13484.93,0.0,0
2,96709.82,18142.0,0.0,0
1,651477.38,651477.38,0.0,1
2,174324.94,174324.94,0.0,1
2,929787.24,929787.24,0.0,1
1,1974352.3,1974352.3,0.0,1
2,786278.72,786278.72,0.0,1
1,682063.33,682063.33,0.0,1
2,201444.25,66290.0,0.0,0
1,574072.72,574072.72,0.0,1
2,7576324.61,7576324.61,0.0,1
1,3964129.99,3964129.99,0.0,1
2,194876.96,194876.96,0.0,1
1,25819.42,25819.42,0.0,1
2,3421212.04,3421212.04,0.0,1
2,4099382.36,4099382.36,0.0,1
0,119.69,5024.0,4904.31,0
